,urls,address,m2,rooms,toilets,prices,latitude,longitude
1,https://www.portalinmobiliario.com/MLC-541469325-mujica-99-nunoa-chile-_JM#position=9&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Mujica 99, Ñuñoa, Chile, Ñuñoa ",40,1,1,320000,-33.4605856,-70.6059986
2,https://www.portalinmobiliario.com/MLC-541529014-mario-kreutzberger-1558-santiago-chile-_JM#position=10&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Mario Kreutzberger 1558, Santiago, Chile, Santiago ",33,1,1,235000,-33.43594442,-70.65948832
3,https://www.portalinmobiliario.com/MLC-541140407-jose-domingo-canas-705-nunoa-chile-_JM#position=12&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," José Domingo Cañas 705, Ñuñoa, Chile, Ñuñoa ",65,2,2,490000,-33.4567098,-70.609417
4,https://www.portalinmobiliario.com/MLC-541440070-irarrazaval-200-nunoa-chile-_JM#position=13&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Irarrázaval 200, Ñuñoa, Chile, Ñuñoa ",24,1,1,300000,-33.4541894,-70.604972
5,https://www.portalinmobiliario.com/MLC-541516529-avenida-espana-199-santiago-chile-_JM#position=14&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Avenida España 199, Santiago, Chile, Santiago ",35,1,1,260000,-33.45142997346939,-70.66993784489796
6,https://www.portalinmobiliario.com/MLC-541003757-espoz-3276-vitacura-chile-_JM#position=15&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Espoz 3276, Vitacura, Chile, Vitacura ",140,4,4,1000000,-33.39693215,-70.5996831695472
7,https://www.portalinmobiliario.com/MLC-541287728-lira-140-santiago-region-metropolitana-chile-_JM#position=16&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Lira 140, Santiago, Región Metropolitana, Chile, Santiago ",36,1,1,260000,-33.4445095,-70.6405555
8,https://www.portalinmobiliario.com/MLC-541280627-avenida-manuel-rodriguez-sur-540-santiago-chile-_JM#position=17&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Avenida Manuel Rodríguez Sur 540, Santiago, Chile, Santiago ",39,1,1,300000,-33.4491351,-70.6600392
9,https://www.portalinmobiliario.com/MLC-541437307-san-isidro-19-santiago-chile-_JM#position=18&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," San Isidro 19, Santiago, Chile, Santiago ",40,1,1,260000,-33.4429287,-70.6449855
10,https://www.portalinmobiliario.com/MLC-541301543-santa-isabel-157-santiago-chile-_JM#position=19&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Santa Isabel 157, Santiago, Chile, Santiago ",28,1,1,295000,-33.4477920375,-70.63408308125
11,https://www.portalinmobiliario.com/MLC-541524670-suarez-mujica-400-nunoa-chile-_JM#position=20&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Suárez Mujica 400, Ñuñoa, Chile, Ñuñoa ",70,2,2,500000,-33.4605856,-70.6059986
12,https://www.portalinmobiliario.com/MLC-540834850-jose-victorino-lastarria-70-santiago-chile-_JM#position=21&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," José Victorino Lastarria 70, Santiago, Chile, Santiago ",58,2,2,450000,-33.439649,-70.641734
13,https://www.portalinmobiliario.com/MLC-540960014-serrano-633-santiago-santiago-centro-chile-_JM#position=22&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Serrano 633, Santiago, Santiago Centro, Chile, Santiago ",65,2,2,480000,-33.452289,-70.6478872
17,https://www.portalinmobiliario.com/MLC-541536091-irarrazaval-1401-nunoa-chile-_JM#position=26&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Irarrázaval 1401, Ñuñoa, Chile, Ñuñoa ",60,2,2,470000,-33.4541894,-70.604972
18,https://www.portalinmobiliario.com/MLC-541439858-irarrazaval-200-nunoa-chile-_JM#position=27&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Irarrázaval 200, Ñuñoa, Chile, Ñuñoa ",33,1,1,385000,-33.4541894,-70.604972
24,https://www.portalinmobiliario.com/MLC-541588205-alonso-de-ercilla-3055-nunoa-chile-_JM#position=34&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Alonso De Ercilla 3055, Ñuñoa, Chile, Ñuñoa ",42,1,1,350000,-33.4520581,-70.5977326
25,https://www.portalinmobiliario.com/MLC-541005597-av-sta-rosa-634-santiago-chile-_JM#position=35&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Av. Sta. Rosa 634, Santiago, Chile, Santiago ",52,2,2,430000,-33.4439109,-70.6459961
26,https://www.portalinmobiliario.com/MLC-541576202-avenida-libertador-bernardo-ohiggins-232-santiago-chile-_JM#position=36&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Avenida Libertador Bernardo O'higgins 232, Santiago, Chile, Santiago ",70,3,1,320000,-33.439798,-70.6398329
27,https://www.portalinmobiliario.com/MLC-541520615-jose-domingo-canas-1585-nunoa-chile-_JM#position=37&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," José Domingo Cañas 1585, Ñuñoa, Chile, Ñuñoa ",90,3,2,650000,-33.4567098,-70.609417
29,https://www.portalinmobiliario.com/MLC-541105919-el-radal-lo-barnechea-chile-_JM#position=39&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," El Radal, Lo Barnechea, Chile, Lo Barnechea ",83,2,2,700000,-33.3641693,-70.5189841
32,https://www.portalinmobiliario.com/MLC-540809199-hamlet-4340-las-condes-chile-_JM#position=42&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Hamlet 4340, Las Condes, Chile, Las Condes ",52,1,1,470000,-33.4084548,-70.5671489
35,https://www.portalinmobiliario.com/MLC-541514078-19600-santiago-estacion-central-region-metropolitana-_JM#position=46&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," 19600, Santiago, Estación Central, Región Metropolitana, Chile, Estación Central ",38,2,1,300000,-33.4536375,-70.6898654
36,https://www.portalinmobiliario.com/MLC-541527137-moneda-2131-santiago-chile-_JM#position=47&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Moneda 2131, Santiago, Chile, Santiago ",35,1,1,300000,-33.44332212916667,-70.6655039625
39,https://www.portalinmobiliario.com/MLC-541449074-tarapaca-santiago-chile-_JM#position=50&type=item&tracking_id=c8e4ebf8-df80-4929-b6e6-6429af92fbf0," Tarapacá, Santiago, Chile, Santiago ",58,2,2,430000,-33.4472338,-70.6497587
45,https://www.portalinmobiliario.com/MLC-539313841-san-isidro-96-santiago-region-metropolitana-chile-_JM#position=8&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," San Isidro 96, Santiago, Región Metropolitana, Chile, Santiago ",27,1,1,235000,-33.444617,-70.6443617
46,https://www.portalinmobiliario.com/MLC-540796573-irarrazaval-200-nunoa-chile-_JM#position=9&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Irarrázaval 200, Ñuñoa, Chile, Ñuñoa ",35,1,1,390000,-33.4541894,-70.604972
49,https://www.portalinmobiliario.com/MLC-538396522-avenida-vicuna-mackenna-poniente-7735-la-florida-chile-_JM#position=12&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Avenida Vicuña Mackenna Poniente 7735, La Florida, Chile, La Florida ",76,3,2,460000,-33.5214179,-70.60107466855953
52,https://www.portalinmobiliario.com/MLC-538430891-monjitas-744-santiago-chile-_JM#position=15&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Monjitas 744, Santiago, Chile, Santiago ",40,1,1,320000,-33.43708110869565,-70.64778220000001
53,https://www.portalinmobiliario.com/MLC-539313974-tarapaca-890-santiago-chile-_JM#position=16&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Tarapacá 890, Santiago, Chile, Santiago ",34,1,1,320000,-33.4472338,-70.6497587
54,https://www.portalinmobiliario.com/MLC-538384292-san-martin-413-santiago-chile-_JM#position=17&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," San Martín 413, Santiago, Chile, Santiago ",72,2,2,550000,-33.43847372857143,-70.65809489183674
55,https://www.portalinmobiliario.com/MLC-540707343-diego-de-velasquez-providencia-chile-_JM#position=18&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Diego De Velásquez, Providencia, Chile, Providencia ",44,1,1,350000,-33.4238767,-70.6103243
56,https://portalinmobiliario.com/MLC-540259282-san-damian-081-_JM#position=19&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," San Damian 081, Vitacura ",80,2,2,850000,-33.3761284,-70.5257926
57,https://www.portalinmobiliario.com/MLC-539722942-angel-pino-3412-nunoa-chile-_JM#position=20&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Ángel Pino 3412, Ñuñoa, Chile, Ñuñoa ",95,3,2,580000,-33.4534438,-70.59543794999999
58,https://www.portalinmobiliario.com/MLC-537618030-irarrazaval-2150-nunoa-chile-_JM#position=21&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Irarrázaval 2150, Ñuñoa, Chile, Ñuñoa ",42,1,1,425000,-33.4541894,-70.604972
59,https://www.portalinmobiliario.com/MLC-539313802-mercedes-461-valparaiso-chile-_JM#position=22&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Mercedes 461, Valparaíso, Chile, Valparaíso ",80,3,2,400000,-33.2488226,-71.3333435
61,https://www.portalinmobiliario.com/MLC-538324634-ismael-valdes-vergara-santiago-chile-_JM#position=24&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Ismael Valdés Vergara, Santiago, Chile, Santiago ",90,2,1,610000,-33.4334501,-70.6504189
65,https://portalinmobiliario.com/MLC-540992798-avenida-independencia-740-_JM#position=28&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Avenida Independencia 740, Independencia ",45,2,1,290000,-33.427158974545456,-70.65327211272728
67,https://www.portalinmobiliario.com/MLC-539772368-presidente-balmaceda-2720-santiago-chile-_JM#position=30&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Presidente Balmaceda 2720, Santiago, Chile, Santiago ",35,1,1,270000,-33.4325636,-70.6547303
68,https://www.portalinmobiliario.com/MLC-537574443-santa-isabel-77-santiago-chile-_JM#position=31&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Santa Isabel 77, Santiago, Chile, Santiago ",7,1,1,300000,-33.447571214634145,-70.63321775609755
69,https://portalinmobiliario.com/MLC-540819391-san-francisco-294-santiago-departamento-517-_JM#position=32&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," San Francisco 294, Santiago - Departamento 517, Santiago ",32,1,1,292000,-12.123851949999999,-76.9676767
72,https://www.portalinmobiliario.com/MLC-539335711-diego-de-almagro-2163-providencia-chile-_JM#position=36&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Diego De Almagro 2163, Providencia, Chile, Providencia ",100,3,2,1000000,-33.4373467,-70.5807767
73,https://www.portalinmobiliario.com/MLC-538827963-santo-domingo-736-santiago-chile-_JM#position=37&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Santo Domingo 736, Santiago, Chile, Santiago ",32,1,1,310000,-33.435914258,-70.647823758
74,https://www.portalinmobiliario.com/MLC-541590832-el-roble-1550-huechuraba-chile-_JM#position=39&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," El Roble 1550, Huechuraba, Chile, Huechuraba ",60,2,2,450000,-33.3484586,-70.6714243
78,https://www.portalinmobiliario.com/MLC-537307806-portal-providencia-chile-_JM#position=43&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Portal, Providencia, 1880, Providencia ",75,2,2,620000,-6.29783,-78.2398588
80,https://www.portalinmobiliario.com/MLC-540633333-tucapel-233-nunoa-chile-_JM#position=45&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Tucapel 233, Ñuñoa, Chile, Ñuñoa ",33,1,1,350000,-33.4513335,-70.6266639
82,https://www.portalinmobiliario.com/MLC-538841412-humorista-carlos-helo-recoleta-chile-_JM#position=47&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Humorista Carlos Helo, Recoleta, Chile, Recoleta ",42,1,1,290000,-33.4236198,-70.6412902
83,https://portalinmobiliario.com/MLC-540986047-avenida-peru-_JM#position=48&type=item&tracking_id=7d65c8dd-25ac-4db1-9ffb-899a10ccab01," Avenida Peru, Recoleta ",140,4,2,715000,-33.4174776,-70.6392423
89,https://portalinmobiliario.com/MLC-538506301-llewellyn-jones-1460-_JM#position=4&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Llewellyn Jones 1460, Providencia ",35,1,1,380000,-33.4291651,-70.6018981
93,https://portalinmobiliario.com/MLC-540264170-avenida-andres-bello-1555-providencia-_JM#position=10&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Avenida Andrés Bello 1555, Providencia, Providencia ",60,2,2,470000,-33.4248225,-70.6211604
96,https://portalinmobiliario.com/MLC-538879674-avenida-ecuador-4678-_JM#position=13&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Avenida Ecuador 4678, Estación Central ",45,2,1,320000,-33.4538209,-70.6999448
97,https://www.portalinmobiliario.com/MLC-537576796-merced-562-santiago-chile-_JM#position=14&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Merced 562, Santiago, Chile, Santiago ",30,1,1,300000,-33.4380388,-70.6445442
99,https://www.portalinmobiliario.com/MLC-538280825-sazie-2054-santiago-chile-_JM#position=16&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Sazié 2054, Santiago, Chile, Santiago ",41,1,1,330000,-33.4502579122449,-70.66408443469388
100,https://portalinmobiliario.com/MLC-540263975-antonio-bellet-240-providencia-_JM#position=17&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Traiguén 2368, Providencia, Chile, Providencia ",70,1,1,340000,-33.4258655,-70.60456643168958
102,https://www.portalinmobiliario.com/MLC-539313950-av-las-condes-7026-las-condes-chile-_JM#position=19&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Av. Las Condes 7026, Las Condes, Chile, Las Condes ",40,1,1,530000,-33.4084548,-70.5671489
103,https://www.portalinmobiliario.com/MLC-540253433-santa-victoria-538-santiago-chile-_JM#position=20&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Santa Victoria 538, Santiago, Chile, Santiago ",28,1,1,300000,-33.44894848235294,-70.64254735294118
104,https://www.portalinmobiliario.com/MLC-537765443-santo-domingo-518-santiago-chile-_JM#position=21&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Santo Domingo 518, Santiago, Chile, Santiago ",45,1,1,500000,-33.435683784615385,-70.6447618076923
105,https://portalinmobiliario.com/MLC-541293309-lord-cochrane-177-_JM#position=22&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Lord Cochrane 177, Santiago ",30,1,1,285000,-33.448441525,-70.655009125
111,https://www.portalinmobiliario.com/MLC-538394660-general-prieto-1305-independencia-chile-_JM#position=31&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," General Prieto 1305, Independencia, Chile, Independencia ",55,2,2,370000,-33.42993394222222,-70.65445976444444
116,https://www.portalinmobiliario.com/MLC-540044196-jose-miguel-carrera-298-santiago-chile-_JM#position=36&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," José Miguel Carrera 298, Santiago, Chile, Santiago ",37,1,1,250000,-33.4510856,-70.6631182
120,https://www.portalinmobiliario.com/MLC-537302913-villaseca-75-nunoa-chile-_JM#position=40&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Villaseca 75, Ñuñoa, Chile, Ñuñoa ",100,3,2,620000,-33.45345711935484,-70.60328313548386
123,https://www.portalinmobiliario.com/MLC-541512113-juan-crisostomo-jaques-2281-providencia-chile-_JM#position=43&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Juan Crisóstomo Jaques 2281, Providencia, Chile, Providencia ",80,3,2,685000,-33.4290796,-70.6055395
124,https://www.portalinmobiliario.com/MLC-538350198-jose-miguel-carrera-la-florida-chile-_JM#position=45&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," José Miguel Carrera, La Florida, Chile, La Florida ",30,1,1,200000,-33.5502349,-70.5669225
125,https://www.portalinmobiliario.com/MLC-538833072-jorge-washington-330-nunoa-chile-_JM#position=46&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Jorge Washington 330, Ñuñoa, Chile, Ñuñoa ",63,2,1,450000,-33.4495133,-70.5939271
127,https://www.portalinmobiliario.com/MLC-537537638-merced-471-santiago-chile-_JM#position=49&type=item&tracking_id=dcd53e00-d451-4708-a53a-40fa4de5a1f4," Merced 471, Santiago, Chile, Santiago ",25,1,1,240000,-33.436877,-70.6388878
130,https://www.portalinmobiliario.com/MLC-539580297-arturo-prat-324-santiago-chile-_JM#position=2&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," Arturo Prat 324, Santiago, Chile, Santiago ",33,1,1,280000,-33.4501435,-70.6489401
131,https://www.portalinmobiliario.com/MLC-539333422-gorbea-1953-santiago-chile-_JM#position=4&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," Gorbea 1953, Santiago, Chile, Santiago ",28,1,1,260000,-33.452272,-70.6626404
135,https://www.portalinmobiliario.com/MLC-537933704-san-isidro-234-santiago-chile-_JM#position=8&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," San Isidro 234, Santiago, Chile, Santiago ",32,1,1,198000,-33.4463468,-70.6439886
136,https://www.portalinmobiliario.com/MLC-538256112-huerfanos-3026-santiago-chile-_JM#position=9&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," Huérfanos 3026, Santiago, Chile, Santiago ",40,1,1,240000,-33.4409595,-70.6636425
139,https://portalinmobiliario.com/MLC-537934104-lord-cochrane-136-santiago-chile-_JM#position=12&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," Tarapacá 1331, Santiago, Chile, Santiago ",32,1,1,198000,-33.4476726,-70.6534737
141,https://www.portalinmobiliario.com/MLC-539332116-el-vergel-2336-providencia-chile-_JM#position=14&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," El Vergel 2336, Providencia, Chile, Providencia ",45,1,1,380000,-33.4324974,-70.60313747951626
143,https://www.portalinmobiliario.com/MLC-540815940-nueva-de-lyon-170-providencia-chile-_JM#position=16&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," Nueva De Lyon 170, Providencia, Chile, Providencia ",26,1,1,290000,-33.4211581,-70.6104089
144,https://www.portalinmobiliario.com/arriendo/departamento/estacion-central-metropolitana/5763241-avenida-ecuador-4707-uda#position=17&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," Avenida Ecuador 4707, Estación Central ",50,2,2,150000,-33.453441240816325,-70.69937110612246
145,https://www.portalinmobiliario.com/MLC-541150658-brown-norte-220-nunoa-chile-_JM#position=18&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," Brown Norte 220, Ñuñoa, Chile, Ñuñoa ",72,2,2,460000,-33.4519994,-70.5916622
146,https://www.portalinmobiliario.com/arriendo/departamento/las-condes-metropolitana/5773653-la-gloria-30-uda#position=20&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," La Gloria 30, Las Condes ",40,1,1,350000,-33.4086196,-70.5771665
147,https://www.portalinmobiliario.com/MLC-540959779-san-nicolas-1346-san-miguel-chile-_JM#position=22&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," San Nicolás 1346, San Miguel, Chile, San Miguel ",33,1,1,253000,-33.5010594,-70.6460956
149,https://www.portalinmobiliario.com/MLC-541427083-suecia-2060-providencia-chile-_JM#position=24&type=item&tracking_id=c972391a-b570-4626-8b0c-c8db7f867abf," Suecia 2060, Providencia, Chile, Providencia ",52,2,1,430000,-33.4311954,-70.6043188
